feature,mean_abs_shap
ORF1ab_19231,0.0
ORF1ab_19230,0.0
ORF1ab_19229,0.0
ORF1ab_19228,0.0
ORF1ab_19227,0.0
ORF1ab_19237,0.0
ORF1ab_19181,0.0
ORF1ab_19180,0.0
ORF1ab_19179,0.0
ORF1ab_19178,0.0
ORF1ab_19177,0.0
ORF1ab_19176,0.0
ORF1ab_19175,0.0
ORF1ab_19174,0.0
ORF1ab_19173,0.0
ORF1ab_19205,0.0
ORF1ab_19171,0.0
ORF1ab_19170,0.0
ORF1ab_19169,0.0
ORF1ab_19168,0.0
ORF1ab_19167,0.0
ORF1ab_19166,0.0
ORF1ab_19165,0.0
ORF1ab_19164,0.0
ORF1ab_19163,0.0
ORF1ab_19162,0.0
ORF1ab_19172,0.0
ORF1ab_19204,0.0
ORF1ab_19203,0.0
ORF1ab_19202,0.0
ORF1ab_19200,0.0
ORF1ab_19199,0.0
ORF1ab_19198,0.0
ORF1ab_19197,0.0
ORF1ab_19196,0.0
ORF1ab_19195,0.0
ORF1ab_19194,0.0
ORF1ab_19182,0.0
ORF1ab_19192,0.0
ORF1ab_19191,0.0
ORF1ab_19190,0.0
ORF1ab_19189,0.0
ORF1ab_19188,0.0
ORF1ab_19187,0.0
ORF1ab_19186,0.0
ORF1ab_19185,0.0
ORF1ab_19184,0.0
ORF1ab_19183,0.0
ORF1ab_19193,0.0
ORF1ab_19339,0.0
ORF1ab_19338,0.0
ORF1ab_19332,0.0
ORF1ab_19322,0.0
ORF1ab_19306,0.0
ORF1ab_19305,0.0
ORF1ab_19304,0.0
ORF1ab_19303,0.0
ORF1ab_19302,0.0
ORF1ab_19247,0.0
ORF1ab_19300,0.0
ORF1ab_19299,0.0
ORF1ab_19298,0.0
ORF1ab_19297,0.0
ORF1ab_19296,0.0
ORF1ab_19295,0.0
ORF1ab_19294,0.0
ORF1ab_19293,0.0
ORF1ab_19292,0.0
ORF1ab_19291,0.0
ORF1ab_19301,0.0
ORF1ab_19366,0.0
ORF1ab_19365,0.0
ORF1ab_19364,0.0
ORF1ab_19363,0.0
ORF1ab_19362,0.0
ORF1ab_19361,0.0
ORF1ab_19360,0.0
ORF1ab_19359,0.0
ORF1ab_19358,0.0
ORF1ab_19346,0.0
ORF1ab_19356,0.0
ORF1ab_19355,0.0
ORF1ab_19354,0.0
ORF1ab_19353,0.0
ORF1ab_19352,0.0
ORF1ab_19351,0.0
ORF1ab_19350,0.0
ORF1ab_19349,0.0
ORF1ab_19348,0.0
ORF1ab_19347,0.0
ORF1ab_19357,0.0
ORF1ab_19267,0.0
ORF1ab_19266,0.0
ORF1ab_19265,0.0
ORF1ab_19264,0.0
ORF1ab_19263,0.0
ORF1ab_19262,0.0
ORF1ab_19261,0.0
ORF1ab_19260,0.0
ORF1ab_19259,0.0
ORF1ab_19290,0.0
ORF1ab_19257,0.0
ORF1ab_19256,0.0
ORF1ab_19255,0.0
ORF1ab_19254,0.0
ORF1ab_19253,0.0
ORF1ab_19252,0.0
ORF1ab_19251,0.0
ORF1ab_19250,0.0
ORF1ab_19249,0.0
ORF1ab_19248,0.0
ORF1ab_19258,0.0
ORF1ab_19289,0.0
ORF1ab_19288,0.0
ORF1ab_19287,0.0
ORF1ab_19286,0.0
ORF1ab_19285,0.0
ORF1ab_19284,0.0
ORF1ab_19283,0.0
ORF1ab_19282,0.0
ORF1ab_19281,0.0
ORF1ab_19280,0.0
ORF1ab_19268,0.0
ORF1ab_19278,0.0
ORF1ab_19277,0.0
ORF1ab_19276,0.0
ORF1ab_19275,0.0
ORF1ab_19274,0.0
ORF1ab_19273,0.0
ORF1ab_19272,0.0
ORF1ab_19271,0.0
ORF1ab_19270,0.0
ORF1ab_19269,0.0
ORF1ab_19279,0.0
ORF6_69,0.0
ORF6_68,0.0
ORF6_67,0.0
ORF6_66,0.0
ORF6_63,0.0
ORF6_59,0.0
ORF6_56,0.0
ORF6_14,0.0
M_642,0.0
S_1126,0.0
M_622,0.0
M_617,0.0
M_610,0.0
M_591,0.0
M_586,0.0
M_568,0.0
M_553,0.0
M_532,0.0
M_520,0.0
M_626,0.0
ORF6_90,0.0
ORF6_89,0.0
ORF6_88,0.0
ORF6_87,0.0
ORF6_86,0.0
ORF6_85,0.0
ORF6_84,0.0
ORF6_83,0.0
ORF6_82,0.0
ORF6_70,0.0
ORF6_80,0.0
ORF6_79,0.0
ORF6_78,0.0
ORF6_77,0.0
ORF6_76,0.0
ORF6_75,0.0
ORF6_74,0.0
ORF6_73,0.0
ORF6_72,0.0
ORF6_71,0.0
ORF6_81,0.0
M_319,0.0
M_313,0.0
M_312,0.0
M_307,0.0
M_305,0.0
M_301,0.0
M_282,0.0
M_280,0.0
M_253,0.0
M_512,0.0
M_242,0.0
M_225,0.0
M_214,0.0
M_209,0.0
M_206,0.0
M_192,0.0
M_188,0.0
M_160,0.0
M_146,0.0
M_124,0.0
M_246,0.0
M_491,0.0
M_490,0.0
M_484,0.0
M_481,0.0
M_464,0.0
M_451,0.0
M_438,0.0
M_431,0.0
M_430,0.0
M_328,0.0
M_406,0.0
M_397,0.0
M_374,0.0
M_373,0.0
M_371,0.0
M_364,0.0
M_361,0.0
M_358,0.0
M_352,0.0
M_337,0.0
M_415,0.0
ORF7a_203,0.0
ORF7a_202,0.0
ORF7a_201,0.0
ORF7a_200,0.0
ORF7a_199,0.0
ORF7a_198,0.0
ORF7a_197,0.0
ORF7a_196,0.0
ORF7a_195,0.0
ORF6_91,0.0
ORF7a_193,0.0
ORF7a_192,0.0
ORF7a_191,0.0
ORF7a_190,0.0
ORF7a_189,0.0
ORF7a_188,0.0
ORF7a_187,0.0
ORF7a_141,0.0
ORF7a_140,0.0
ORF7a_139,0.0
ORF7a_194,0.0
ORF7a_224,0.0
ORF7a_223,0.0
ORF7a_222,0.0
ORF7a_221,0.0
ORF7a_220,0.0
ORF7a_219,0.0
ORF7a_218,0.0
ORF7a_217,0.0
ORF7a_216,0.0
ORF7a_204,0.0
ORF7a_214,0.0
ORF7a_213,0.0
ORF7a_212,0.0
ORF7a_211,0.0
ORF7a_210,0.0
ORF7a_209,0.0
ORF7a_208,0.0
ORF7a_207,0.0
ORF7a_206,0.0
ORF7a_205,0.0
ORF7a_215,0.0
ORF7a_102,0.0
ORF7a_87,0.0
ORF7a_84,0.0
ORF7a_70,0.0
ORF7a_33,0.0
ORF7a_23,0.0
ORF7a_14,0.0
ORF7a_1,0.0
ORF6_184,0.0
ORF7a_138,0.0
ORF6_182,0.0
ORF6_171,0.0
ORF6_153,0.0
ORF6_145,0.0
ORF6_138,0.0
ORF6_128,0.0
ORF6_99,0.0
ORF6_97,0.0
ORF6_95,0.0
ORF6_94,0.0
ORF6_183,0.0
ORF7a_137,0.0
ORF7a_136,0.0
ORF7a_135,0.0
ORF7a_134,0.0
ORF7a_133,0.0
ORF7a_132,0.0
ORF7a_131,0.0
ORF7a_130,0.0
ORF7a_129,0.0
ORF7a_113,0.0
ORF7a_127,0.0
ORF7a_126,0.0
ORF7a_125,0.0
ORF7a_124,0.0
ORF7a_123,0.0
ORF7a_122,0.0
ORF7a_121,0.0
ORF7a_120,0.0
ORF7a_117,0.0
ORF7a_115,0.0
ORF7a_128,0.0
ORF3a_269,0.0
ORF3a_267,0.0
ORF3a_263,0.0
ORF3a_259,0.0
ORF3a_256,0.0
ORF3a_253,0.0
ORF3a_251,0.0
ORF3a_250,0.0
ORF3a_249,0.0
M_119,0.0
ORF3a_243,0.0
ORF3a_235,0.0
ORF3a_233,0.0
ORF3a_230,0.0
ORF3a_221,0.0
ORF3a_218,0.0
ORF3a_212,0.0
ORF3a_208,0.0
ORF3a_207,0.0
ORF3a_202,0.0
ORF3a_247,0.0
ORF3a_393,0.0
ORF3a_376,0.0
ORF3a_359,0.0
ORF3a_356,0.0
ORF3a_355,0.0
ORF3a_349,0.0
ORF3a_348,0.0
ORF3a_340,0.0
ORF3a_329,0.0
ORF3a_274,0.0
ORF3a_319,0.0
ORF3a_317,0.0
ORF3a_311,0.0
ORF3a_305,0.0
ORF3a_302,0.0
ORF3a_299,0.0
ORF3a_296,0.0
ORF3a_289,0.0
ORF3a_281,0.0
ORF3a_278,0.0
ORF3a_320,0.0
ORF3a_90,0.0
ORF3a_86,0.0
ORF3a_82,0.0
ORF3a_80,0.0
ORF3a_78,0.0
ORF3a_72,0.0
ORF3a_69,0.0
ORF3a_64,0.0
ORF3a_46,0.0
ORF3a_197,0.0
ORF3a_36,0.0
ORF3a_33,0.0
ORF3a_32,0.0
ORF3a_31,0.0
ORF3a_30,0.0
ORF3a_29,0.0
ORF3a_28,0.0
ORF3a_27,0.0
ORF3a_26,0.0
ORF3a_25,0.0
ORF3a_38,0.0
ORF3a_196,0.0
ORF3a_193,0.0
ORF3a_189,0.0
ORF3a_187,0.0
ORF3a_186,0.0
ORF3a_181,0.0
ORF3a_174,0.0
ORF3a_172,0.0
ORF3a_171,0.0
ORF3a_98,0.0
ORF3a_164,0.0
ORF3a_162,0.0
ORF3a_161,0.0
ORF3a_155,0.0
ORF3a_137,0.0
ORF3a_130,0.0
ORF3a_120,0.0
ORF3a_118,0.0
ORF3a_110,0.0
ORF3a_105,0.0
ORF3a_168,0.0
E_165,0.0
E_150,0.0
E_143,0.0
E_90,0.0
E_82,0.0
E_79,0.0
E_76,0.0
E_70,0.0
E_62,0.0
ORF3a_394,0.0
E_15,0.0
E_13,0.0
ORF3a_792,0.0
ORF3a_786,0.0
ORF3a_785,0.0
ORF3a_780,0.0
ORF3a_776,0.0
ORF3a_767,0.0
ORF3a_758,0.0
ORF3a_740,0.0
E_27,0.0
M_115,0.0
M_99,0.0
M_85,0.0
M_83,0.0
M_80,0.0
M_68,0.0
M_57,0.0
M_56,0.0
M_41,0.0
E_166,0.0
M_37,0.0
M_28,0.0
M_13,0.0
M_9,0.0
E_223,0.0
E_221,0.0
E_212,0.0
E_204,0.0
E_196,0.0
E_173,0.0
M_40,0.0
ORF3a_568,0.0
ORF3a_563,0.0
ORF3a_558,0.0
ORF3a_556,0.0
ORF3a_539,0.0
ORF3a_522,0.0
ORF3a_516,0.0
ORF3a_513,0.0
ORF3a_512,0.0
ORF3a_737,0.0
ORF3a_495,0.0
ORF3a_465,0.0
ORF3a_464,0.0
ORF3a_453,0.0
ORF3a_449,0.0
ORF3a_447,0.0
ORF3a_440,0.0
ORF3a_428,0.0
ORF3a_415,0.0
ORF3a_401,0.0
ORF3a_508,0.0
ORF3a_720,0.0
ORF3a_719,0.0
ORF3a_716,0.0
ORF3a_713,0.0
ORF3a_697,0.0
ORF3a_688,0.0
ORF3a_685,0.0
ORF3a_674,0.0
ORF3a_672,0.0
ORF3a_580,0.0
ORF3a_669,0.0
ORF3a_667,0.0
ORF3a_662,0.0
ORF3a_633,0.0
ORF3a_629,0.0
ORF3a_627,0.0
ORF3a_622,0.0
ORF3a_620,0.0
ORF3a_607,0.0
ORF3a_605,0.0
ORF3a_671,0.0
N_609,0.0
N_607,0.0
N_606,0.0
N_605,0.0
N_604,0.0
N_602,0.0
N_597,0.0
N_596,0.0
N_582,0.0
ORF7a_225,0.0
N_579,0.0
N_573,0.0
N_566,0.0
N_552,0.0
N_549,0.0
N_548,0.0
N_545,0.0
N_544,0.0
N_532,0.0
N_526,0.0
N_581,0.0
N_644,0.0
N_641,0.0
N_632,0.0
N_631,0.0
N_630,0.0
N_629,0.0
N_628,0.0
N_627,0.0
N_626,0.0
N_610,0.0
N_624,0.0
N_623,0.0
N_622,0.0
N_621,0.0
N_620,0.0
N_618,0.0
N_615,0.0
N_614,0.0
N_612,0.0
N_611,0.0
N_625,0.0
N_394,0.0
N_379,0.0
N_370,0.0
N_356,0.0
N_334,0.0
N_331,0.0
N_269,0.0
N_259,0.0
N_240,0.0
N_523,0.0
N_215,0.0
N_202,0.0
N_200,0.0
N_189,0.0
N_185,0.0
N_181,0.0
N_131,0.0
N_127,0.0
N_124,0.0
N_123,0.0
N_233,0.0
N_520,0.0
N_502,0.0
N_498,0.0
N_486,0.0
N_472,0.0
N_467,0.0
N_464,0.0
N_463,0.0
N_456,0.0
N_400,0.0
N_445,0.0
N_443,0.0
N_441,0.0
N_436,0.0
N_434,0.0
N_433,0.0
N_425,0.0
N_418,0.0
N_416,0.0
N_405,0.0
N_451,0.0
N_1205,0.0
N_1202,0.0
ORF1ab_73,0.0
N_1194,0.0
N_1180,0.0
N_1177,0.0
N_1173,0.0
N_1168,0.0
N_1167,0.0
N_649,0.0
ORF1ab_82,0.0
N_1150,0.0
N_1149,0.0
N_1148,0.0
N_1133,0.0
N_1130,0.0
N_1105,0.0
N_1092,0.0
N_1091,0.0
N_1090,0.0
N_1161,0.0
ORF10_110,0.0
ORF10_91,0.0
ORF10_89,0.0
ORF10_84,0.0
ORF10_79,0.0
ORF10_76,0.0
ORF10_58,0.0
ORF10_40,0.0
ORF10_29,0.0
N_1219,0.0
ORF10_26,0.0
ORF10_24,0.0
ORF10_11,0.0
N_1256,0.0
N_1255,0.0
N_1248,0.0
N_1246,0.0
N_1239,0.0
N_1238,0.0
N_1237,0.0
ORF10_27,0.0
N_838,0.0
N_823,0.0
N_813,0.0
N_809,0.0
N_801,0.0
N_755,0.0
N_751,0.0
N_735,0.0
N_713,0.0
N_1086,0.0
N_703,0.0
N_688,0.0
N_685,0.0
N_676,0.0
N_668,0.0
N_667,0.0
N_660,0.0
N_654,0.0
N_652,0.0
N_650,0.0
N_705,0.0
N_1060,0.0
N_1057,0.0
N_1039,0.0
N_1012,0.0
N_1000,0.0
N_994,0.0
N_988,0.0
N_982,0.0
N_981,0.0
N_871,0.0
N_955,0.0
N_946,0.0
N_943,0.0
ORF1ab_68,0.0
N_899,0.0
N_895,0.0
N_882,0.0
N_877,0.0
N_876,0.0
N_872,0.0
N_977,0.0
ORF7b_73,0.0
ORF7b_55,0.0
ORF7b_54,0.0
ORF7b_53,0.0
ORF7b_52,0.0
ORF7b_51,0.0
ORF7b_50,0.0
ORF7b_49,0.0
ORF7b_48,0.0
N_117,0.0
ORF7b_46,0.0
ORF7b_45,0.0
ORF7b_44,0.0
ORF7b_43,0.0
ORF7b_42,0.0
ORF7b_41,0.0
ORF7b_40,0.0
ORF7b_39,0.0
ORF7b_38,0.0
ORF7b_37,0.0
ORF7b_47,0.0
ORF8_80,0.0
ORF8_75,0.0
ORF8_72,0.0
ORF8_66,0.0
ORF8_56,0.0
ORF8_52,0.0
ORF8_51,0.0
ORF8_50,0.0
ORF8_48,0.0
ORF7b_115,0.0
ORF8_41,0.0
ORF8_40,0.0
ORF8_37,0.0
ORF8_33,0.0
ORF8_28,0.0
ORF8_1,0.0
ORF7b_129,0.0
ORF7b_127,0.0
ORF7b_125,0.0
ORF7b_120,0.0
ORF8_46,0.0
ORF7a_287,0.0
ORF7a_278,0.0
ORF7a_274,0.0
ORF7a_262,0.0
ORF7a_257,0.0
ORF7a_253,0.0
ORF7a_251,0.0
ORF7a_249,0.0
ORF7a_246,0.0
ORF7b_36,0.0
ORF7a_243,0.0
ORF7a_238,0.0
ORF7a_237,0.0
ORF7a_232,0.0
ORF7a_231,0.0
ORF7a_230,0.0
ORF7a_229,0.0
ORF7a_228,0.0
ORF7a_227,0.0
ORF7a_226,0.0
ORF7a_245,0.0
ORF7b_35,0.0
ORF7b_34,0.0
ORF7b_33,0.0
ORF7b_32,0.0
ORF7b_31,0.0
ORF7b_24,0.0
ORF7b_16,0.0
ORF7a_362,0.0
ORF7a_360,0.0
ORF7a_295,0.0
ORF7a_353,0.0
ORF7a_349,0.0
ORF7a_347,0.0
ORF7a_345,0.0
ORF7a_315,0.0
ORF7a_311,0.0
ORF7a_308,0.0
ORF7a_307,0.0
ORF7a_306,0.0
ORF7a_297,0.0
ORF7a_358,0.0
N_18,0.0
N_15,0.0
N_10,0.0
N_9,0.0
N_8,0.0
N_6,0.0
N_1,0.0
ORF8_363,0.0
ORF8_362,0.0
ORF8_95,0.0
ORF8_360,0.0
ORF8_359,0.0
ORF8_358,0.0
ORF8_357,0.0
ORF8_356,0.0
ORF8_353,0.0
ORF8_344,0.0
ORF8_340,0.0
ORF8_317,0.0
ORF8_315,0.0
ORF8_361,0.0
N_98,0.0
N_97,0.0
N_96,0.0
N_95,0.0
N_94,0.0
N_93,0.0
N_92,0.0
N_91,0.0
N_90,0.0
N_19,0.0
N_61,0.0
N_54,0.0
N_49,0.0
N_48,0.0
N_39,0.0
N_28,0.0
N_27,0.0
N_23,0.0
N_22,0.0
N_20,0.0
N_84,0.0
ORF8_200,0.0
ORF8_199,0.0
ORF8_198,0.0
ORF8_197,0.0
ORF8_195,0.0
ORF8_194,0.0
ORF8_187,0.0
ORF8_185,0.0
ORF8_183,0.0
ORF8_310,0.0
ORF8_177,0.0
ORF8_156,0.0
ORF8_153,0.0
ORF8_135,0.0
ORF8_134,0.0
ORF8_114,0.0
ORF8_111,0.0
ORF8_109,0.0
ORF8_108,0.0
ORF8_107,0.0
ORF8_179,0.0
ORF8_307,0.0
ORF8_306,0.0
ORF8_299,0.0
ORF8_286,0.0
ORF8_275,0.0
ORF8_261,0.0
ORF8_258,0.0
ORF8_254,0.0
ORF8_238,0.0
ORF8_201,0.0
ORF8_229,0.0
ORF8_223,0.0
ORF8_222,0.0
ORF8_219,0.0
ORF8_215,0.0
ORF8_214,0.0
ORF8_212,0.0
ORF8_207,0.0
ORF8_203,0.0
ORF8_202,0.0
ORF8_230,0.0
S_1543,0.0
S_1542,0.0
S_1541,0.0
S_1540,0.0
S_1539,0.0
S_1538,0.0
S_1537,0.0
S_1536,0.0
S_1535,0.0
ORF3a_22,0.0
S_1533,0.0
S_1532,0.0
S_1531,0.0
S_1526,0.0
S_1525,0.0
S_1523,0.0
S_1522,0.0
S_1521,0.0
S_1520,0.0
S_1519,0.0
S_1534,0.0
S_1564,0.0
S_1563,0.0
S_1562,0.0
S_1561,0.0
S_1560,0.0
S_1559,0.0
S_1558,0.0
S_1557,0.0
S_1556,0.0
S_1544,0.0
S_1554,0.0
S_1553,0.0
S_1552,0.0
S_1551,0.0
S_1550,0.0
S_1549,0.0
S_1548,0.0
S_1547,0.0
S_1546,0.0
S_1545,0.0
S_1555,0.0
S_1495,0.0
S_1494,0.0
S_1493,0.0
S_1492,0.0
S_1491,0.0
S_1490,0.0
S_1489,0.0
S_1488,0.0
S_1487,0.0
S_1518,0.0
S_1485,0.0
S_1484,0.0
S_1483,0.0
S_1482,0.0
S_1481,0.0
S_1480,0.0
S_1479,0.0
S_1478,0.0
S_1477,0.0
S_1476,0.0
S_1486,0.0
S_1517,0.0
S_1516,0.0
S_1515,0.0
S_1514,0.0
S_1513,0.0
S_1512,0.0
S_1511,0.0
S_1510,0.0
S_1509,0.0
S_1496,0.0
S_1507,0.0
S_1506,0.0
S_1505,0.0
S_1504,0.0
S_1502,0.0
S_1501,0.0
S_1500,0.0
S_1499,0.0
S_1498,0.0
S_1497,0.0
S_1508,0.0
S_2031,0.0
S_2030,0.0
S_2029,0.0
S_2028,0.0
S_2027,0.0
S_2026,0.0
S_2025,0.0
S_2024,0.0
S_2023,0.0
S_1565,0.0
S_2016,0.0
S_2014,0.0
S_1999,0.0
S_1984,0.0
S_1972,0.0
S_1964,0.0
S_1961,0.0
S_1946,0.0
S_1940,0.0
S_1920,0.0
S_2022,0.0
S_2105,0.0
S_2104,0.0
S_2102,0.0
S_2101,0.0
S_2100,0.0
S_2099,0.0
S_2098,0.0
S_2097,0.0
S_2096,0.0
S_2032,0.0
S_2078,0.0
S_2077,0.0
S_2064,0.0
S_2050,0.0
S_2047,0.0
S_2038,0.0
S_2036,0.0
S_2035,0.0
S_2034,0.0
S_2033,0.0
S_2083,0.0
S_1609,0.0
S_1594,0.0
S_1583,0.0
S_1582,0.0
S_1581,0.0
S_1580,0.0
S_1579,0.0
S_1578,0.0
S_1577,0.0
S_1916,0.0
S_1575,0.0
S_1574,0.0
S_1573,0.0
S_1572,0.0
S_1571,0.0
S_1570,0.0
S_1569,0.0
S_1568,0.0
S_1567,0.0
S_1566,0.0
S_1576,0.0
S_1915,0.0
S_1914,0.0
S_1913,0.0
S_1912,0.0
S_1868,0.0
S_1861,0.0
S_1842,0.0
S_1840,0.0
S_1823,0.0
S_1641,0.0
S_1810,0.0
S_1762,0.0
S_1756,0.0
S_1750,0.0
S_1721,0.0
S_1716,0.0
S_1710,0.0
S_1687,0.0
S_1675,0.0
S_1659,0.0
S_1819,0.0
S_1356,0.0
S_1355,0.0
S_1354,0.0
S_1353,0.0
S_1352,0.0
S_1351,0.0
S_1350,0.0
S_1349,0.0
S_1348,0.0
S_1475,0.0
S_1342,0.0
S_1341,0.0
S_1340,0.0
S_1339,0.0
S_1337,0.0
S_1336,0.0
S_1335,0.0
S_1334,0.0
S_1333,0.0
S_1332,0.0
S_1347,0.0
S_1380,0.0
S_1379,0.0
S_1378,0.0
S_1377,0.0
S_1376,0.0
S_1375,0.0
S_1374,0.0
S_1373,0.0
S_1372,0.0
S_1357,0.0
S_1370,0.0
S_1369,0.0
S_1368,0.0
S_1367,0.0
S_1366,0.0
S_1365,0.0
S_1364,0.0
S_1363,0.0
S_1359,0.0
S_1358,0.0
S_1371,0.0
S_1231,0.0
S_1225,0.0
S_1214,0.0
S_1186,0.0
S_1177,0.0
S_1147,0.0
S_1144,0.0
S_1127,0.0
ORF1ab_17582,0.0
S_1331,0.0
S_1118,0.0
S_1113,0.0
S_1112,0.0
S_1069,0.0
S_1067,0.0
S_1066,0.0
S_1043,0.0
S_1038,0.0
S_1036,0.0
S_1006,0.0
S_1125,0.0
S_1330,0.0
S_1329,0.0
S_1328,0.0
S_1327,0.0
S_1326,0.0
S_1325,0.0
S_1324,0.0
S_1323,0.0
S_1322,0.0
S_1240,0.0
S_1320,0.0
S_1319,0.0
S_1318,0.0
S_1317,0.0
S_1297,0.0
S_1294,0.0
S_1282,0.0
S_1280,0.0
S_1252,0.0
S_1251,0.0
S_1321,0.0
S_1453,0.0
S_1452,0.0
S_1450,0.0
S_1449,0.0
S_1448,0.0
S_1446,0.0
S_1445,0.0
S_1437,0.0
S_1436,0.0
S_1381,0.0
S_1433,0.0
S_1432,0.0
S_1431,0.0
S_1430,0.0
S_1429,0.0
S_1428,0.0
S_1427,0.0
S_1426,0.0
S_1425,0.0
S_1424,0.0
S_1435,0.0
S_1474,0.0
S_1473,0.0
S_1472,0.0
S_1471,0.0
S_1470,0.0
S_1469,0.0
S_1468,0.0
S_1467,0.0
S_1466,0.0
S_1454,0.0
S_1464,0.0
S_1463,0.0
S_1462,0.0
S_1461,0.0
S_1460,0.0
S_1459,0.0
S_1458,0.0
S_1457,0.0
S_1456,0.0
S_1455,0.0
S_1465,0.0
S_1401,0.0
S_1400,0.0
S_1399,0.0
S_1398,0.0
S_1397,0.0
S_1396,0.0
S_1395,0.0
S_1394,0.0
S_1393,0.0
S_1423,0.0
S_1391,0.0
S_1390,0.0
S_1389,0.0
S_1388,0.0
S_1387,0.0
S_1386,0.0
S_1385,0.0
S_1384,0.0
S_1383,0.0
S_1382,0.0
S_1392,0.0
S_1422,0.0
S_1421,0.0
S_1420,0.0
S_1419,0.0
S_1418,0.0
S_1417,0.0
S_1416,0.0
S_1415,0.0
S_1414,0.0
S_1402,0.0
S_1412,0.0
S_1411,0.0
S_1410,0.0
S_1409,0.0
S_1408,0.0
S_1407,0.0
S_1406,0.0
S_1405,0.0
S_1404,0.0
S_1403,0.0
S_1413,0.0
S_2942,0.0
S_2908,0.0
S_2892,0.0
S_2884,0.0
S_2883,0.0
S_2875,0.0
S_2863,0.0
S_2855,0.0
S_2854,0.0
S_2106,0.0
S_2852,0.0
S_2851,0.0
S_2850,0.0
S_2849,0.0
S_2848,0.0
S_2847,0.0
S_2846,0.0
S_2845,0.0
S_2844,0.0
S_2843,0.0
S_2853,0.0
S_3062,0.0
S_3061,0.0
S_3060,0.0
S_3059,0.0
S_3058,0.0
S_3057,0.0
S_3056,0.0
S_3055,0.0
S_3054,0.0
S_2945,0.0
S_3052,0.0
S_3051,0.0
S_3050,0.0
S_3049,0.0
S_3048,0.0
S_3047,0.0
S_3046,0.0
S_3045,0.0
S_3004,0.0
S_2974,0.0
S_3053,0.0
S_2636,0.0
S_2632,0.0
S_2620,0.0
S_2612,0.0
S_2608,0.0
S_2607,0.0
S_2606,0.0
S_2605,0.0
S_2604,0.0
S_2842,0.0
S_2602,0.0
S_2601,0.0
S_2600,0.0
S_2599,0.0
S_2598,0.0
S_2597,0.0
S_2596,0.0
S_2595,0.0
S_2594,0.0
S_2593,0.0
S_2603,0.0
S_2841,0.0
S_2840,0.0
S_2839,0.0
S_2838,0.0
S_2837,0.0
S_2836,0.0
S_2835,0.0
S_2834,0.0
S_2833,0.0
S_2647,0.0
S_2831,0.0
S_2820,0.0
S_2817,0.0
S_2813,0.0
S_2788,0.0
S_2776,0.0
S_2770,0.0
S_2740,0.0
S_2676,0.0
S_2649,0.0
S_2832,0.0
S_3603,0.0
S_3596,0.0
S_3574,0.0
S_3565,0.0
S_3556,0.0
S_3535,0.0
S_3486,0.0
S_3485,0.0
S_3439,0.0
S_3063,0.0
S_3437,0.0
S_3434,0.0
S_3424,0.0
S_3412,0.0
S_3380,0.0
S_3372,0.0
S_3371,0.0
S_3367,0.0
S_3361,0.0
S_3353,0.0
S_3438,0.0
S_3817,0.0
S_3793,0.0
S_3791,0.0
S_3789,0.0
S_3783,0.0
S_3778,0.0
S_3772,0.0
S_3754,0.0
S_3750,0.0
S_3605,0.0
S_3715,0.0
S_3712,0.0
S_3683,0.0
S_3667,0.0
S_3657,0.0
S_3656,0.0
S_3646,0.0
S_3619,0.0
S_3616,0.0
S_3608,0.0
S_3721,0.0
S_3085,0.0
S_3084,0.0
S_3083,0.0
S_3082,0.0
S_3081,0.0
S_3080,0.0
S_3079,0.0
S_3078,0.0
S_3077,0.0
S_3349,0.0
S_3075,0.0
S_3074,0.0
S_3073,0.0
S_3072,0.0
S_3069,0.0
S_3068,0.0
S_3067,0.0
S_3066,0.0
S_3065,0.0
S_3064,0.0
S_3076,0.0
S_3343,0.0
S_3342,0.0
S_3341,0.0
S_3336,0.0
S_3333,0.0
S_3322,0.0
S_3313,0.0
S_3311,0.0
S_3306,0.0
S_3111,0.0
S_3302,0.0
S_3255,0.0
S_3244,0.0
S_3233,0.0
S_3220,0.0
S_3209,0.0
S_3196,0.0
S_3184,0.0
S_3166,0.0
S_3112,0.0
S_3304,0.0
S_2462,0.0
S_2461,0.0
S_2426,0.0
S_2393,0.0
S_2392,0.0
S_2391,0.0
S_2390,0.0
S_2389,0.0
S_2388,0.0
S_2592,0.0
S_2386,0.0
S_2385,0.0
S_2384,0.0
S_2383,0.0
S_2371,0.0
S_2370,0.0
S_2369,0.0
S_2368,0.0
S_2367,0.0
S_2366,0.0
S_2387,0.0
S_2496,0.0
S_2495,0.0
S_2494,0.0
S_2493,0.0
S_2492,0.0
S_2491,0.0
S_2490,0.0
S_2489,0.0
S_2488,0.0
S_2463,0.0
S_2486,0.0
S_2485,0.0
S_2484,0.0
S_2470,0.0
S_2469,0.0
S_2468,0.0
S_2467,0.0
S_2466,0.0
S_2465,0.0
S_2464,0.0
S_2487,0.0
S_2140,0.0
S_2129,0.0
S_2127,0.0
S_2123,0.0
S_2122,0.0
S_2121,0.0
S_2120,0.0
S_2119,0.0
S_2118,0.0
S_2365,0.0
S_2116,0.0
S_2115,0.0
S_2114,0.0
S_2113,0.0
S_2112,0.0
S_2111,0.0
S_2110,0.0
S_2109,0.0
S_2108,0.0
S_2107,0.0
S_2117,0.0
S_2364,0.0
S_2363,0.0
S_2362,0.0
S_2360,0.0
S_2356,0.0
S_2355,0.0
S_2317,0.0
S_2307,0.0
S_2293,0.0
S_2148,0.0
S_2275,0.0
S_2274,0.0
